work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,Senior-level,Full-Time,Data Scientist,240350,USD,240350,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,153040,USD,153040,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Scientist,136000,USD,136000,US,On-site,United States,L
2024,Senior-level,Full-Time,Data Analyst,88670,USD,88670,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,204500,USD,204500,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,179000,USD,179000,US,On-site,United States,M
2024,Mid-level,Full-Time,Business Intelligence,185000,USD,185000,US,On-site,United States,L
2023,Senior-level,Full-Time,Machine Learning Engineer,170045,USD,170045,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,144000,USD,144000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,136000,USD,136000,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Analyst,77280,USD,77280,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,167441,USD,167441,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Analyst,96000,USD,96000,US,On-site,United States,M
2023,Senior-level,Full-Time,Business Intelligence,167500,USD,167500,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,45000,EUR,48585,ES,On-site,Spain,M
2024,Mid-level,Full-Time,Machine Learning Engineer,150000,USD,150000,US,On-site,United States,M
2023,Executive-level,Full-Time,Data Scientist,200000,USD,200000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Analyst,115934,USD,115934,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,289120,USD,289120,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,160000,USD,160000,US,On-site,United States,M
2024,Mid-level,Full-Time,Business Intelligence,158000,USD,158000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,145000,USD,145000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,212750,USD,212750,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,138750,USD,138750,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Analyst,60000,USD,60000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,162000,USD,162000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Researcher,237650,USD,237650,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Analyst,65000,GBP,79976,GB,Fully Remote,United Kingdom,M
2023,Entry-level/Junior,Full-Time,Data Engineer,220000,USD,220000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Scientist,127500,USD,127500,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,156400,USD,156400,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,170000,USD,170000,US,On-site,United States,M
2022,Mid-level,Full-Time,Data Analyst,52500,USD,52500,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,173200,USD,173200,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,144000,USD,144000,CA,Fully Remote,Canada,M
2022,Senior-level,Full-Time,Data Scientist,136620,USD,136620,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,136000,USD,136000,US,On-site,United States,L
2022,Senior-level,Full-Time,Data Architect,135000,USD,135000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,62000,USD,62000,US,On-site,United States,M
2024,Executive-level,Full-Time,Data Engineer,136000,USD,136000,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Scientist,141525,USD,141525,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Analyst,117725,USD,117725,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Engineer,105000,USD,105000,US,Fully Remote,United States,M
2022,Mid-level,Full-Time,Data Scientist,78000,USD,78000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,110000,USD,110000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,309000,USD,309000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Analyst,250000,USD,250000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,64000,GBP,80000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Engineer,204300,USD,204300,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Engineer,202400,USD,202400,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Engineer,180000,USD,180000,US,On-site,United States,M
2020,Senior-level,Full-Time,Data Scientist,164000,USD,164000,US,Hybrid,United States,M
2023,Senior-level,Full-Time,Data Engineer,120000,USD,120000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Analyst,88000,USD,88000,US,On-site,United States,M
2024,Executive-level,Full-Time,Machine Learning Engineer,233500,USD,233500,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,175000,USD,175000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Engineer,151410,USD,151410,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,129000,USD,129000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,1300000,INR,15809,IN,Fully Remote,India,S
2023,Senior-level,Full-Time,Machine Learning Engineer,132600,USD,132600,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Engineer,149600,USD,149600,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Engineer,275000,USD,275000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Business Intelligence,140000,USD,140000,CA,Fully Remote,Canada,M
2023,Senior-level,Full-Time,Machine Learning Engineer,142200,USD,142200,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Analyst,65000,USD,65000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,136000,USD,136000,US,On-site,United States,L
2024,Mid-level,Full-Time,Data Engineer,70000,USD,70000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,160000,USD,160000,CA,Fully Remote,Canada,M
2023,Senior-level,Full-Time,Data Analyst,51962,USD,51962,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Scientist,88100,USD,88100,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,96000,USD,96000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Researcher,225000,USD,225000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,139400,USD,139400,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Researcher,225000,USD,225000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Analyst,150000,USD,150000,US,Fully Remote,United States,M
2024,Entry-level/Junior,Full-Time,Data Analyst,90300,USD,90300,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Management,109000,USD,109000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,212000,USD,212000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,164000,USD,164000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,128500,USD,128500,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Engineer,210000,USD,210000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Engineer,177600,USD,177600,US,Fully Remote,United States,L
2024,Mid-level,Full-Time,Business Intelligence,65800,USD,65800,US,On-site,United States,L
2021,Mid-level,Full-Time,Data Analyst,75000,USD,75000,US,On-site,United States,L
2024,Mid-level,Full-Time,Data Scientist,166000,USD,166000,US,On-site,United States,M
2023,Senior-level,Full-Time,Business Intelligence,225000,USD,225000,US,On-site,United States,M
2022,Entry-level/Junior,Full-Time,Machine Learning Engineer,63000,EUR,66192,DE,Hybrid,Germany,L
2023,Senior-level,Full-Time,Machine Learning Engineer,275000,USD,275000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Engineer,38000,GBP,47500,GB,Fully Remote,United Kingdom,M
2021,Mid-level,Full-Time,Data Engineer,48000,GBP,66022,HK,Hybrid,United Kingdom,S
2023,Mid-level,Full-Time,Data Engineer,45000,EUR,48585,SI,Fully Remote,Slovenia,M
2024,Senior-level,Full-Time,Data Scientist,130000,USD,130000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,130000,USD,130000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,260000,USD,260000,US,On-site,United States,L
2022,Senior-level,Full-Time,Data Scientist,129300,USD,129300,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Analyst,115000,USD,115000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,168400,USD,168400,US,On-site,United States,M
2024,Senior-level,Full-Time,Business Intelligence,156476,USD,156476,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Analyst,61800,USD,61800,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Scientist,161875,USD,161875,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Engineer,121800,USD,121800,US,On-site,United States,M
2023,Executive-level,Full-Time,Data Management,269600,USD,269600,US,Fully Remote,United States,M
2021,Entry-level/Junior,Full-Time,Data Scientist,80000,GBP,110037,GB,On-site,United Kingdom,L
2024,Senior-level,Full-Time,Machine Learning Engineer,315000,USD,315000,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Scientist,142200,USD,142200,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,266500,USD,266500,US,On-site,United States,M
2024,Entry-level/Junior,Full-Time,Data Engineer,45600,EUR,50666,LT,On-site,Lithuania,M
2024,Mid-level,Full-Time,Data Engineer,75000,USD,75000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,203100,USD,203100,US,On-site,United States,M
2022,Mid-level,Full-Time,Data Engineer,100000,USD,100000,US,Fully Remote,United States,M
2022,Mid-level,Full-Time,Data Scientist,54000,USD,54000,BR,Fully Remote,Brazil,M
2023,Senior-level,Full-Time,Data Engineer,160000,USD,160000,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Engineer,121000,USD,121000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Scientist,55000,USD,55000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,115934,USD,115934,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Analyst,85000,USD,85000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Scientist,116000,USD,116000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,110000,USD,110000,CA,On-site,Canada,M
2023,Senior-level,Full-Time,Data Scientist,138600,USD,138600,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Scientist,198440,USD,198440,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Machine Learning Engineer,66000,EUR,69344,PT,Fully Remote,Portugal,L
2023,Mid-level,Full-Time,Data Analyst,58500,USD,58500,US,On-site,United States,M
2023,Entry-level/Junior,Full-Time,Data Scientist,150000,USD,150000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Engineer,85000,USD,85000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Scientist,92300,USD,92300,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Researcher,85469,USD,85469,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Engineer,85000,GBP,106250,GB,On-site,United Kingdom,M
2023,Senior-level,Full-Time,Data Engineer,120000,USD,120000,US,On-site,United States,M
2024,Executive-level,Full-Time,Data Engineer,163500,USD,163500,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Engineer,35000,GBP,43096,GB,Fully Remote,United Kingdom,M
2024,Senior-level,Full-Time,Machine Learning Engineer,255800,USD,255800,US,On-site,United States,M
2022,Mid-level,Full-Time,Data Engineer,100000,USD,100000,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Scientist,112000,USD,112000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Analyst,150000,USD,150000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Scientist,120000,USD,120000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Scientist,192000,USD,192000,US,On-site,United States,M
2022,Mid-level,Full-Time,Data Engineer,120000,USD,120000,US,On-site,United States,M
2024,Entry-level/Junior,Full-Time,Data Analyst,74300,USD,74300,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,323300,USD,323300,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,287500,USD,287500,AU,On-site,Australia,M
2024,Senior-level,Full-Time,Data Scientist,112000,USD,112000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Engineer,207300,USD,207300,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Researcher,157000,USD,157000,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,175000,USD,175000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Scientist,115000,USD,115000,US,Fully Remote,United States,M
2024,Entry-level/Junior,Full-Time,Data Analyst,50490,EUR,56100,NL,On-site,Netherlands,M
2024,Senior-level,Full-Time,Data Scientist,210000,USD,210000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,160000,USD,160000,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Scientist,55000,USD,55000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,175000,USD,175000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,197000,USD,197000,CA,On-site,Canada,M
2023,Senior-level,Full-Time,Data Scientist,100000,USD,100000,US,On-site,United States,M
2021,Mid-level,Full-Time,Data Scientist,30000,USD,30000,GH,On-site,Ghana,S
2023,Senior-level,Full-Time,Data Scientist,310270,USD,310270,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Engineer,150000,USD,150000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,243000,USD,243000,US,On-site,United States,M
2023,Entry-level/Junior,Full-Time,Data Analyst,150000,USD,150000,US,On-site,United States,M
2022,Mid-level,Full-Time,Data Scientist,75000,GBP,92350,GB,On-site,United Kingdom,M
2023,Senior-level,Full-Time,Machine Learning Engineer,238000,USD,238000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,235000,USD,235000,US,On-site,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,70000,EUR,77777,FI,Hybrid,Finland,L
2024,Senior-level,Full-Time,Machine Learning Engineer,180000,USD,180000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,291500,USD,291500,US,On-site,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,110000,GBP,137500,GB,On-site,United Kingdom,S
2023,Mid-level,Full-Time,Data Analyst,206000,USD,206000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,136000,USD,136000,US,On-site,United States,L
2022,Mid-level,Full-Time,Data Scientist,55000,GBP,67723,GB,On-site,United Kingdom,M
2023,Senior-level,Full-Time,Machine Learning Engineer,204000,USD,204000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,260000,USD,260000,US,On-site,United States,L
2024,Senior-level,Full-Time,Machine Learning Engineer,129000,USD,129000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Management,225000,USD,225000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,159100,USD,159100,US,On-site,United States,L
2022,Senior-level,Full-Time,Data Analyst,113000,USD,113000,US,Fully Remote,United States,M
2022,Mid-level,Full-Time,Data Analyst,100000,USD,100000,US,Fully Remote,United States,M
2024,Executive-level,Full-Time,Data Scientist,220000,USD,220000,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Engineer,205600,USD,205600,US,On-site,United States,L
2024,Senior-level,Full-Time,Machine Learning Engineer,170000,USD,170000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,205000,USD,205000,US,Fully Remote,United States,M
2023,Executive-level,Full-Time,Data Management,70000,USD,70000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Engineer,135000,USD,135000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,157500,USD,157500,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Management,130000,USD,130000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,126900,USD,126900,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,230000,USD,230000,US,Fully Remote,United States,M
2024,Entry-level/Junior,Full-Time,Data Researcher,219000,USD,219000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Scientist,136000,USD,136000,US,On-site,United States,L
2024,Mid-level,Full-Time,Data Scientist,166000,USD,166000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,180000,USD,180000,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Engineer,106800,USD,106800,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,192000,USD,192000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,101570,USD,101570,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,331640,USD,331640,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Researcher,175000,USD,175000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,245100,USD,245100,US,On-site,United States,M
2023,Senior-level,Full-Time,Business Intelligence,79600,USD,79600,US,On-site,United States,L
2021,Senior-level,Full-Time,Machine Learning Engineer,185000,USD,185000,US,Hybrid,United States,M
2023,Senior-level,Full-Time,Data Engineer,145000,USD,145000,US,On-site,United States,M
2024,Entry-level/Junior,Full-Time,Data Analyst,63000,USD,63000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Scientist,106500,USD,106500,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,238000,USD,238000,CA,Fully Remote,Canada,M
2024,Mid-level,Full-Time,Data Analyst,195600,USD,195600,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,155000,USD,155000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Management,140000,USD,140000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,170000,USD,170000,US,On-site,United States,M
2023,Entry-level/Junior,Full-Time,Data Researcher,43500,USD,43500,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Engineer,110000,USD,110000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Analyst,127000,USD,127000,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Scientist,100000,GBP,123040,GB,On-site,United Kingdom,M
2024,Senior-level,Full-Time,Data Engineer,60000,EUR,66666,PL,Fully Remote,Poland,M
2023,Senior-level,Full-Time,Data Scientist,228000,USD,228000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Analyst,72400,USD,72400,GB,On-site,United Kingdom,M
2022,Senior-level,Full-Time,Data Architect,192564,USD,192564,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Engineer,195700,USD,195700,US,On-site,United States,M
2024,Entry-level/Junior,Full-Time,Machine Learning Engineer,125000,USD,125000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,220000,USD,220000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Researcher,303050,USD,303050,US,On-site,United States,M
2024,Executive-level,Full-Time,Machine Learning Engineer,245000,USD,245000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,213600,USD,213600,US,On-site,United States,M
2022,Mid-level,Full-Time,Data Analyst,80000,USD,80000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Researcher,500000,USD,500000,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Scientist,54552,USD,54552,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,100000,USD,100000,US,On-site,United States,M
2022,Senior-level,Full-Time,Machine Learning Engineer,204500,USD,204500,US,On-site,United States,M
2022,Mid-level,Full-Time,Machine Learning Engineer,130000,USD,130000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,142200,USD,142200,US,On-site,United States,M
2022,Senior-level,Full-Time,Machine Learning Engineer,65000,USD,65000,AE,Fully Remote,United Arab Emirates,S
2024,Mid-level,Full-Time,Data Engineer,80420,USD,80420,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,185000,USD,185000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,211000,USD,211000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,247500,USD,247500,US,On-site,United States,M
2022,Senior-level,Full-Time,Machine Learning Engineer,210000,USD,210000,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,200000,USD,200000,US,On-site,United States,S
2023,Senior-level,Full-Time,Data Researcher,202350,USD,202350,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,121600,USD,121600,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Engineer,150000,USD,150000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,231250,USD,231250,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,120000,USD,120000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Engineer,140250,USD,140250,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,172758,USD,172758,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Scientist,90500,USD,90500,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Scientist,105000,USD,105000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,127075,USD,127075,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,50000,GBP,61520,GB,On-site,United Kingdom,M
2023,Senior-level,Full-Time,Data Researcher,323300,USD,323300,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Scientist,205000,USD,205000,US,On-site,United States,M
2023,Mid-level,Full-Time,Business Intelligence,185000,USD,185000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,167000,USD,167000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,207900,USD,207900,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,238000,USD,238000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,221000,USD,221000,US,On-site,United States,M
2023,Entry-level/Junior,Full-Time,Data Analyst,26800,GBP,32974,GB,On-site,United Kingdom,M
2024,Senior-level,Full-Time,Data Analyst,153900,USD,153900,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,230000,USD,230000,US,On-site,United States,M
2023,Entry-level/Junior,Full-Time,Data Analyst,115000,USD,115000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Operation,75000,GBP,93750,GB,Fully Remote,United Kingdom,M
2024,Senior-level,Full-Time,Business Intelligence,78800,USD,78800,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,150000,USD,150000,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Engineer,140000,USD,140000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,95000,USD,95000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,196000,USD,196000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,220000,USD,220000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Scientist,136000,USD,136000,US,On-site,United States,L
2023,Senior-level,Full-Time,Machine Learning Engineer,204500,USD,204500,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,145000,USD,145000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Scientist,121000,AUD,81838,AU,Fully Remote,Australia,L
2023,Senior-level,Full-Time,Data Architect,180000,USD,180000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Analyst,95400,USD,95400,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Analyst,120000,USD,120000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,75000,USD,75000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,192300,USD,192300,US,Fully Remote,United States,M
2024,Entry-level/Junior,Full-Time,Data Researcher,115000,USD,115000,US,Fully Remote,United States,M
2021,Senior-level,Full-Time,Data Scientist,152000,USD,152000,US,Fully Remote,France,L
2022,Senior-level,Full-Time,Data Analyst,112900,USD,112900,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,95100,USD,95100,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Scientist,107682,USD,107682,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,186000,USD,186000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Architect,110000,USD,110000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Engineer,103000,USD,103000,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,73100,USD,73100,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Researcher,100000,USD,100000,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Researcher,128000,USD,128000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,126000,USD,126000,US,On-site,United States,M
2023,Executive-level,Full-Time,Data Engineer,94000,USD,94000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Engineer,100000,GBP,125000,GB,On-site,United Kingdom,M
2024,Senior-level,Full-Time,Business Intelligence,148300,USD,148300,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,45000,EUR,48585,ES,On-site,Spain,M
2024,Senior-level,Full-Time,Data Engineer,200000,USD,200000,US,On-site,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,287500,USD,287500,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Engineer,58300,USD,58300,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Analyst,50000,USD,50000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,120000,USD,120000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,220000,USD,220000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,275000,USD,275000,DE,On-site,Germany,M
2023,Senior-level,Full-Time,Data Researcher,90700,USD,90700,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Analyst,31200,EUR,33686,EE,On-site,Estonia,M
2023,Senior-level,Full-Time,Data Scientist,45000,EUR,48585,ES,On-site,Spain,M
2024,Senior-level,Full-Time,Data Scientist,81410,USD,81410,CA,On-site,Canada,M
2023,Entry-level/Junior,Full-Time,Data Engineer,44382,EUR,47918,NL,Hybrid,Netherlands,L
2024,Senior-level,Full-Time,Data Researcher,123765,USD,123765,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Scientist,116259,USD,116259,AU,On-site,Australia,M
2024,Mid-level,Full-Time,Machine Learning Engineer,260100,USD,260100,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,210200,USD,210200,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Researcher,440000,USD,440000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Scientist,120000,USD,120000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,254000,USD,254000,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Scientist,112000,USD,112000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,253000,USD,253000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,204500,USD,204500,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,204500,USD,204500,US,On-site,United States,M
2023,Senior-level,Full-Time,Business Intelligence,104300,USD,104300,US,On-site,United States,L
2023,Senior-level,Full-Time,Data Researcher,240000,USD,240000,US,Fully Remote,United States,M
2022,Mid-level,Full-Time,Data Analyst,150000,USD,150000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,109400,USD,109400,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Researcher,245000,USD,245000,US,On-site,United States,M
